1.101700000000000075e-02,5.160900000000000210e-02
1.119999999999999989e-02,5.328299999999999703e-02
1.162599999999999918e-02,7.916600000000000026e-02
1.238999999999999997e-02,1.385500000000000065e-01
1.363499999999999955e-02,2.370700000000000029e-01
1.550600000000000069e-02,3.611500000000000266e-01
1.787499999999999853e-02,4.900100000000000011e-01
2.104500000000000121e-02,5.880199999999999871e-01
2.471599999999999839e-02,6.420200000000000351e-01
2.852800000000000127e-02,6.630300000000000082e-01
3.242500000000000243e-02,6.656499999999999639e-01
3.638299999999999867e-02,6.606499999999999595e-01
4.037099999999999717e-02,6.552799999999999736e-01
4.437800000000000078e-02,6.447199999999999598e-01
4.839299999999999852e-02,6.326600000000000001e-01
5.241200000000000025e-02,6.207599999999999785e-01
5.650600000000000067e-02,6.113399999999999945e-01
6.059200000000000003e-02,6.028700000000000170e-01
6.466900000000000426e-02,5.953300000000000258e-01
6.873500000000000443e-02,5.886400000000000521e-01
7.278900000000000647e-02,5.826999999999999957e-01
7.687099999999999489e-02,5.781699999999999617e-01
8.093799999999999606e-02,5.741500000000000492e-01
8.499099999999999711e-02,5.705599999999999561e-01
8.903300000000000103e-02,5.673399999999999554e-01
9.306899999999999895e-02,5.644400000000000528e-01
9.701500000000000401e-02,5.605499999999999927e-01
1.009599999999999942e-01,5.570399999999999796e-01
1.048899999999999971e-01,5.538499999999999535e-01
1.088200000000000001e-01,5.509699999999999598e-01
1.127400000000000069e-01,5.483400000000000496e-01
1.166500000000000037e-01,5.458699999999999664e-01
1.205600000000000005e-01,5.436199999999999921e-01
1.244600000000000012e-01,5.415699999999999958e-01
1.283499999999999919e-01,5.396900000000000031e-01
1.322299999999999864e-01,5.379599999999999937e-01
1.361400000000000110e-01,5.367199999999999749e-01
1.400500000000000078e-01,5.355799999999999450e-01
1.439499999999999946e-01,5.345199999999999951e-01
1.478299999999999892e-01,5.335499999999999687e-01
1.517199999999999938e-01,5.326499999999999568e-01
1.555100000000000093e-01,5.311599999999999655e-01
1.592999999999999972e-01,5.297899999999999832e-01
1.630800000000000027e-01,5.285199999999999898e-01
1.668600000000000083e-01,5.273499999999999854e-01
1.706300000000000039e-01,5.262700000000000156e-01
1.744999999999999885e-01,5.259300000000000086e-01
1.802999999999999881e-01,5.256999999999999451e-01
1.889699999999999991e-01,5.253200000000000092e-01
2.017700000000000049e-01,5.239300000000000068e-01
2.205900000000000083e-01,5.218099999999999961e-01
2.390599999999999947e-01,5.191799999999999748e-01
2.576200000000000156e-01,5.177100000000000035e-01
2.760799999999999921e-01,5.165399999999999991e-01
2.942400000000000015e-01,5.154100000000000348e-01
3.123000000000000220e-01,5.149500000000000188e-01
3.303200000000000025e-01,5.151599999999999513e-01
3.482100000000000195e-01,5.159299999999999997e-01
3.658299999999999885e-01,5.172200000000000131e-01
3.833199999999999941e-01,5.187300000000000244e-01
4.006399999999999961e-01,5.201500000000000012e-01
4.176199999999999912e-01,5.214100000000000401e-01
4.344299999999999828e-01,5.221599999999999575e-01
4.510500000000000065e-01,5.224999999999999645e-01
4.675000000000000266e-01,5.227199999999999624e-01
4.838899999999999868e-01,5.231900000000000439e-01
5.001600000000000490e-01,5.242700000000000138e-01
5.161499999999999977e-01,5.257399999999999851e-01
5.320000000000000284e-01,5.271900000000000475e-01
5.476999999999999647e-01,5.282700000000000173e-01
5.629800000000000360e-01,5.289599999999999858e-01
5.783000000000000362e-01,5.296800000000000397e-01
5.935500000000000220e-01,5.307899999999999840e-01
6.085399999999999698e-01,5.322200000000000264e-01
6.232100000000000417e-01,5.336300000000000487e-01
6.361200000000000188e-01,5.345800000000000551e-01
6.494999999999999662e-01,5.354100000000000525e-01
6.636499999999999622e-01,5.364700000000000024e-01
6.775299999999999656e-01,5.378500000000000503e-01
6.911100000000000021e-01,5.391700000000000381e-01
7.035299999999999887e-01,5.402299999999999880e-01
7.167000000000000037e-01,5.412599999999999634e-01
7.296899999999999498e-01,5.425100000000000477e-01
7.426000000000000378e-01,5.438899999999999846e-01
7.538799999999999946e-01,5.449100000000000055e-01
7.662700000000000067e-01,5.460300000000000153e-01
7.783700000000000063e-01,5.472700000000000342e-01
7.903999999999999915e-01,5.485799999999999566e-01
8.014799999999999702e-01,5.496900000000000119e-01
8.127900000000000125e-01,5.508100000000000218e-01
8.238699999999999912e-01,5.520699999999999497e-01
8.335200000000000387e-01,5.530899999999999705e-01
8.408099999999999463e-01,5.538399999999999990e-01
8.464099999999999957e-01,5.544999999999999929e-01
8.513600000000000056e-01,5.550599999999999978e-01
8.558499999999999996e-01,5.555200000000000138e-01
8.601100000000000412e-01,5.560199999999999587e-01
8.641999999999999682e-01,5.564900000000000402e-01
8.682699999999999863e-01,5.569199999999999706e-01
8.719700000000000228e-01,5.573599999999999666e-01
8.752299999999999525e-01,5.577299999999999480e-01
8.775199999999999667e-01,5.579800000000000315e-01
8.788500000000000201e-01,5.581399999999999695e-01
8.792400000000000215e-01,5.581899999999999640e-01
8.786399999999999766e-01,5.581099999999999950e-01
8.773100000000000342e-01,5.579600000000000115e-01
8.755600000000000049e-01,5.577600000000000335e-01
8.731700000000000017e-01,5.574799999999999756e-01
8.700900000000000301e-01,5.571300000000000141e-01
8.665300000000000225e-01,5.567299999999999471e-01
8.628200000000000314e-01,5.563000000000000167e-01
8.581900000000000084e-01,5.557800000000000518e-01
8.532199999999999784e-01,5.552200000000000468e-01
8.477099999999999635e-01,5.546100000000000474e-01
8.420100000000000362e-01,5.539800000000000280e-01
8.365399999999999503e-01,5.533799999999999830e-01
8.312300000000000244e-01,5.527999999999999581e-01
